App ID,Title,Reviews Total,Reviews Score Fancy,Release Date,Launch Price,Tags,Steam Page
265930,Goat Simulator,48895,90%,2014-04-01,"$9,99","Simulation, Funny, Comedy, Open World, Sandbox, Physics, Destruction, Casual, Indie, Action, Memes, Singleplayer, Third Person, Co op, Local Multiplayer, Dark Humor, 3D, Cute, Exploration, Arcade",https://store.steampowered.com/app/265930
582660,Black Desert,48662,76%,2017-05-24,"$9,99","MMORPG, Massively Multiplayer, RPG, Open World, Character Customization, Adventure, Fantasy, Action, Strategy, 3D, Atmospheric, Crafting, Medieval, Simulation, Magic, Cooking, Multiplayer, PvP, War, Combat",https://store.steampowered.com/app/582660
17390,SPORE™,48066,92%,2008-12-19,"$19,99","God Game, Open World, Sandbox, Exploration, Colony Sim, Simulation, Space, Casual, Cute, Science, Funny, Sci fi, Aliens, Adventure, Colorful, Family Friendly, Cartoony, Comedy, Resource Management, Cartoon",https://store.steampowered.com/app/17390
747660,Five Nights at Freddy's: Security Breach,47962,86%,2021-12-16,"$39,99","Horror, Survival Horror, Singleplayer, Robots, Stealth, Multiple Endings, First Person, Exploration, 3D, Action, Adventure, Indie, Artificial Intelligence, Story Rich, Thriller, Action Adventure, Colorful, Family Friendly, Cartoony, Atmospheric",https://store.steampowered.com/app/747660
1250410,Microsoft Flight Simulator 40th Anniversary Edition,47052,78%,2020-08-17,"$59,99","Simulation, Flight, Realistic, Open World, Multiplayer, VR, Singleplayer, Atmospheric, Real Time, Physics, Adventure, Colorful, Family Friendly, TrackIR, Beautiful, Surreal, Controller, Epic, Short, Psychological Horror",https://store.steampowered.com/app/1250410
55230,Saints Row: The Third,46667,95%,2011-11-14,"$39,99","Open World, Action, Comedy, Co op, Third Person Shooter, Funny, Sandbox, Character Customization, Third Person, Online Co Op, Singleplayer, Great Soundtrack, Shooter, Multiplayer, Crime, Female Protagonist, Adventure, Satire, Zombies, RPG",https://store.steampowered.com/app/55230
962130,Grounded,46337,89%,2022-09-27,"$39,99","Survival, Multiplayer, Open World Survival Craft, Base Building, Co op, Crafting, Adventure, Open World, Horror, Online Co Op, Action, Exploration, Sandbox, First Person, Singleplayer, RPG, Early Access, Third Person, Cute, Funny",https://store.steampowered.com/app/962130
838350,太吾绘卷 The Scroll Of Taiwu,45962,69%,2018-09-21,"$19,99","RPG, Martial Arts, Sandbox, Open World, Strategy, Indie, Early Access, Singleplayer, Adventure, Casual, Simulation, Roguelite, Dating Sim, Mythology, Building, Roguelike, 2D, Strategy RPG, Anime, CRPG",https://store.steampowered.com/app/838350
1089350,NBA 2K20,45766,"63,92%",2019-09-05,"$59,99","Basketball, Sports, Simulation, Multiplayer, Singleplayer, Capitalism, Loot, Casual, Local Multiplayer, Massively Multiplayer, Character Customization, Controller, Realistic",https://store.steampowered.com/app/1089350
753640,Outer Wilds,45720,95%,2020-06-18,"$24,99","Exploration, Space, Mystery, Story Rich, Adventure, Atmospheric, Great Soundtrack, Puzzle, Open World, Singleplayer, Indie, Sci fi, First Person, Horror, Beautiful, Epic, Psychological Horror, Simulation, 3D, Action",https://store.steampowered.com/app/753640
1454400,Cookie Clicker,45530,97%,2021-09-01,"$4,99","Clicker, Idler, Casual, Indie, Pixel Graphics, Management, Collectathon, Economy, Funny, Memes, Strategy, Building, 2D, Resource Management, Comedy, Simulation, Colorful, Touch Friendly, Horror, Singleplayer",https://store.steampowered.com/app/1454400
304430,INSIDE,44707,96%,2016-07-07,"$19,99","2.5D, Story Rich, Atmospheric, Puzzle Platformer, Dark, Indie, Horror, Adventure, Puzzle, Singleplayer, Multiple Endings, Action Adventure, 2D Platformer, Exploration, Platformer, Controller, Ambient, Soundtrack, Action, Narrative",https://store.steampowered.com/app/304430
678950,DRAGON BALL FighterZ,44601,90%,2018-01-26,"$59,99","Fighting, Anime, Action, 2D Fighter, Multiplayer, Local Multiplayer, Competitive, Controller, Singleplayer, Arcade, PvP, eSports, Difficult, Fast Paced, Spectacle fighter, Combat, Beat em up, Comic Book, Third Person, Adventure",https://store.steampowered.com/app/678950
214950,Total War: ROME II - Emperor Edition,44015,85%,2013-09-02,"$59,99","Strategy, Historical, Turn Based Strategy, Grand Strategy, Rome, Tactical, Multiplayer, War, Real Time Tactics, RTS, Turn Based, Singleplayer, Online Co Op, Turn Based Tactics, Co op, Simulation, Moddable, Action, Atmospheric, Education",https://store.steampowered.com/app/214950
234140,Mad Max,43796,91%,2015-09-01,"$19,99","Open World, Vehicular Combat, Post apocalyptic, Action, Driving, Singleplayer, Survival, Third Person, Adventure, Exploration, Automobile Sim, Racing, Atmospheric, Story Rich, Sandbox, RPG, Shooter, Third Person Shooter, Multiplayer, War",https://store.steampowered.com/app/234140
815370,Green Hell,43546,87%,2019-09-05,"$24,99","Open World Survival Craft, Survival, Multiplayer, Online Co Op, Open World, Crafting, Action, Base Building, Singleplayer, Adventure, Exploration, Sandbox, Atmospheric, Simulation, Co op, Survival Horror, Building, First Person, Realistic, Action Adventure",https://store.steampowered.com/app/815370
298110,Far Cry® 4,43440,83%,2014-11-18,"$29,99","Open World, Action, FPS, Co op, Adventure, Shooter, Multiplayer, First Person, Singleplayer, Hunting, Stealth, Survival, Atmospheric, Online Co Op, Story Rich, Exploration, Crafting, Sandbox, RPG, Action RPG",https://store.steampowered.com/app/298110
113200,The Binding of Isaac,42997,95%,2011-09-28,"$4,99","Action Roguelike, Roguelike, Indie, Replay Value, Difficult, Procedural Generation, Dark, Action, Top Down, Great Soundtrack, Addictive, Singleplayer, Adventure, Roguelite, 2D, Dungeon Crawler, Survival, RPG, Perma Death, Bullet Hell",https://store.steampowered.com/app/113200
246620,Plague Inc: Evolved,42995,94%,2016-02-18,"$14,99","Strategy, Simulation, Outbreak Sim, Indie, Singleplayer, Multiplayer, Zombies, Casual, Tactical, Replay Value, Post apocalyptic, Addictive, Realistic, 2D, Difficult, Atmospheric, Co op, Early Access, Sandbox, Survival",https://store.steampowered.com/app/246620
466560,Northgard,42983,88%,2018-03-07,"$29,99","Strategy, City Builder, Simulation, RTS, Base Building, Building, Colony Sim, 4X, Tactical, Economy, Management, War, Moddable, PvP, PvE, Singleplayer, Multiplayer, Co op, Vikings, Resource Management",https://store.steampowered.com/app/466560
1868140,DAVE THE DIVER,42901,97%,2023-06-28,"$19,99","Pixel Graphics, Casual, Adventure, Simulation, RPG, Fishing, Relaxing, Management, Farming Sim, Indie, Underwater, Exploration, Crafting, 2D, Roguelite, Singleplayer, Story Rich, Early Access, Funny, Agriculture",https://store.steampowered.com/app/1868140
6060,"Star Wars: Battlefront 2 (Classic, 2005)",42757,94%,2005-11-01,"$9,99","Action, Multiplayer, Shooter, Classic, Third Person Shooter, Sci fi, Space, FPS, First Person, Singleplayer, Moddable, Third Person, Military, Co op, Tactical, Great Soundtrack, Strategy, Adventure, Addictive, Epic",https://store.steampowered.com/app/6060
1942280,Brotato,42661,96%,2023-06-23,"$4,99","Action Roguelike, Roguelite, Bullet Hell, Arena Shooter, Top Down Shooter, 2D, Casual, RPG, Top Down, Action, Post apocalyptic, Procedural Generation, Hand drawn, Funny, Aliens, Cartoony, Controller, Combat, Perma Death, Cute",https://store.steampowered.com/app/1942280
1237950,STAR WARS™ Battlefront™ II,42300,87%,2017-11-16,"$39,99","Multiplayer, Shooter, Singleplayer, Action, Space, Third Person Shooter, FPS, Sci fi, Co op, Combat, Vehicular Combat, Online Co Op, First Person, Third Person, Adventure, PvP, Aliens, Tactical, Controller, Character Customization",https://store.steampowered.com/app/1237950
261570,Ori and the Blind Forest,41987,"85,11%",2015-03-10,"$19,99","Great Soundtrack, Atmospheric, Platformer, Adventure, Story Rich, Metroidvania, Fantasy, Cute, 2D, Singleplayer, Difficult, Action, Indie, Puzzle Platformer, Exploration, Puzzle, Side Scroller, Open World, Family Friendly, RPG",https://store.steampowered.com/app/261570
645630,Car Mechanic Simulator 2018,41952,90%,2017-07-28,"$19,99","Simulation, Automobile Sim, Driving, Building, Realistic, Racing, Singleplayer, Multiplayer, First Person, Sandbox, Education, Crafting, Moddable, Open World, Physics, Management, Great Soundtrack, Strategy, Memes, Co op",https://store.steampowered.com/app/645630
346010,Besiege,41109,95%,2020-02-18,"$14,99","Building, Sandbox, Physics, Destruction, Puzzle, Medieval, Multiplayer, Simulation, Strategy, Science, Vehicular Combat, Third Person, Relaxing, Dark Humor, Singleplayer, Funny, Open World, LEGO, Co op, Level Editor",https://store.steampowered.com/app/346010
500,Left 4 Dead,41000,96%,2008-11-17,"$9,99","Zombies, Co op, Multiplayer, FPS, Action, Horror, Shooter, Online Co Op, Survival, Team Based, First Person, Post apocalyptic, Singleplayer, Atmospheric, Adventure, Moddable, Tactical, Replay Value, Competitive, Female Protagonist",https://store.steampowered.com/app/500
285900,Gang Beasts,40970,83%,2017-12-12,"$19,99","Funny, Physics, Multiplayer, Colorful, Party Game, Party, Local Multiplayer, Fighting, Comedy, 3D Fighter, Casual, Soundtrack, 4 Player Local, Co op, Family Friendly, Beat em up, Memes, Third Person, Singleplayer, Indie",https://store.steampowered.com/app/285900
33230,Assassin's Creed 2,40795,89%,2010-03-09,"$19,99","Action, Open World, Parkour, Assassin, Adventure, Stealth, Third Person, Historical, Story Rich, Singleplayer, Great Soundtrack, Atmospheric, Conspiracy, Action Adventure, Multiplayer, Classic, Controller, Alternate History, Sandbox, Sci fi",https://store.steampowered.com/app/33230
633230,NARUTO TO BORUTO: SHINOBI STRIKER,40198,85%,2018-08-31,"$49,99","Anime, Action, Multiplayer, Character Customization, Fighting, Ninja, Co op, Open World, PvP, Massively Multiplayer, RPG, Third Person, Controller, Adventure, Team Based, Singleplayer, Online Co Op, MMORPG, Strategy, MOBA",https://store.steampowered.com/app/633230
8190,Just Cause 2,39184,90%,2010-03-23,"$14,99","Open World, Action, Sandbox, Third Person, Multiplayer, Adventure, Third Person Shooter, Shooter, Singleplayer, Destruction, Exploration, Funny, Moddable, Co op, Beautiful, Physics, Atmospheric, 3D Vision, Comedy, Massively Multiplayer",https://store.steampowered.com/app/8190
409710,BioShock™ Remastered,38882,80%,2016-09-15,"$59,99","FPS, Story Rich, Atmospheric, Horror, Singleplayer, First Person, Action, Dystopian, Shooter, Underwater, Sci fi, Steampunk, Dark, Adventure, Classic, RPG, Great Soundtrack, Remake, Alternate History, Immersive Sim",https://store.steampowered.com/app/409710
644930,They Are Billions,38695,85%,2019-06-18,"$29,99","Base Building, Colony Sim, Strategy, Zombies, Survival, RTS, Tower Defense, City Builder, Steampunk, Building, Post apocalyptic, Singleplayer, Resource Management, Real Time with Pause, Difficult, Tactical, Management, Indie, Early Access, Isometric",https://store.steampowered.com/app/644930
621060,PC Building Simulator,38530,94%,2019-01-29,"$19,99","Simulation, Education, Immersive Sim, Building, Management, Sandbox, First Person, 3D, Life Sim, Realistic, Casual, Relaxing, Singleplayer, Funny, Hardware, Puzzle, Modern, Inventory Management, Atmospheric, Indie",https://store.steampowered.com/app/621060
221910,The Stanley Parable,38269,92%,2013-10-17,"$14,99","Comedy, Narration, Indie, Walking Simulator, First Person, Funny, Psychological, Satire, Dynamic Narration, Adventure, Exploration, Multiple Endings, Singleplayer, Choices Matter, Story Rich, Short, Surreal, Atmospheric, Puzzle, Casual",https://store.steampowered.com/app/221910
310560,DiRT Rally,38231,"77,76%",2015-12-07,"$34,99","Racing, Simulation, Automobile Sim, Driving, Multiplayer, Realistic, Offroad, Difficult, Singleplayer, VR, Sports, First Person, Action, Atmospheric, Fast Paced, Co op, 3D Vision, TrackIR, Open World, Family Friendly",https://store.steampowered.com/app/310560
1147560,Skul: The Hero Slayer,38201,93%,2021-01-20,"$19,99","Indie, Action, Action Roguelike, Pixel Graphics, 2D, Roguelite, Roguelike, Singleplayer, Platformer, Metroidvania, Difficult, Side Scroller, Adventure, Hack and Slash, Villain Protagonist, Action Adventure, Fantasy, Story Rich, Cute, Multiplayer",https://store.steampowered.com/app/1147560
253230,A Hat in Time,37936,98%,2017-10-05,"$29,99","Cute, 3D Platformer, Collectathon, Great Soundtrack, Female Protagonist, Adventure, Indie, Funny, Platformer, Colorful, Exploration, Third Person, Singleplayer, Open World, Co op, Moddable, Comedy, Family Friendly, Action, Kickstarter",https://store.steampowered.com/app/253230
200260,Batman: Arkham City - Game of the Year Edition,37842,95%,2012-09-07,"$19,99","Action, Open World, Stealth, Superhero, Adventure, Third Person, Singleplayer, Beat em up, Comic Book, Detective, Story Rich, Atmospheric, Fighting, Action Adventure, Cinematic, Controller, 3D Vision, Metroidvania, Sandbox, Great Soundtrack",https://store.steampowered.com/app/200260
994280,Gujian3(古剑奇谭三),37599,86%,2018-12-14,"$29,99","RPG, Story Rich, Martial Arts, Action RPG, Singleplayer, Open World, Action, Fantasy, Third Person, Drama, Hack and Slash, Mythology, Adventure, Souls like, Great Soundtrack, Anime, Multiplayer, CRPG, Indie, Dating Sim",https://store.steampowered.com/app/994280
313120,Stranded Deep,37540,75%,2022-08-10,"$19,99","Open World Survival Craft, Survival, Multiplayer, Open World, Crafting, First Person, Adventure, Exploration, Realistic, Singleplayer, Building, Sandbox, Co op, Simulation, Early Access, Underwater, Action, Atmospheric, Indie, Strategy",https://store.steampowered.com/app/313120
843380,Super Animal Royale,36848,93%,2021-08-26,"$12,99","Battle Royale, Free to Play, Cute, Multiplayer, Casual, Online Co Op, Funny, Shooter, Massively Multiplayer, Character Customization, Co op, Top Down Shooter, Indie, Action, PvP, Lore Rich, Survival, Family Friendly, Colorful, Adventure",https://store.steampowered.com/app/843380
1248130,Farming Simulator 22,36824,91%,2021-11-21,"$49,99","Simulation, Farming Sim, Co op, Agriculture, Moddable, Management, Multiplayer, Sandbox, 3D, First Person, Immersive Sim, Online Co Op, Economy, Character Customization, Family Friendly, Open World, Third Person, Nature, Horses, America",https://store.steampowered.com/app/1248130
728880,Overcooked! 2,36661,90%,2018-08-07,"$24,99","Multiplayer, Online Co Op, Local Co Op, Co op, Casual, Funny, Indie, Cooking, 4 Player Local, Action, Local Multiplayer, Family Friendly, Cute, Controller, Comedy, Singleplayer, Difficult, Simulation, Colorful, Strategy",https://store.steampowered.com/app/728880
35140,Batman: Arkham Asylum Game of the Year Edition,36613,96%,2010-03-26,"$19,99","Action, Stealth, Third Person, Superhero, Adventure, Singleplayer, Open World, Beat em up, Detective, Comic Book, Atmospheric, Story Rich, Action Adventure, Fighting, Controller, Metroidvania, Puzzle, 3D Vision, Horror, Dark",https://store.steampowered.com/app/35140
424840,Little Nightmares,36451,94%,2017-04-27,"$29,99","Horror, Atmospheric, Adventure, Singleplayer, Puzzle Platformer, Dark, Puzzle, Indie, Story Rich, Stealth, Platformer, Psychological Horror, Great Soundtrack, 2.5D, Third Person, Survival Horror, Female Protagonist, Short, Action, Strategy",https://store.steampowered.com/app/424840
1089980,The Henry Stickmin Collection,36299,98%,2020-08-07,"$14,99","Funny, Multiple Endings, Choose Your Own Adventure, Memes, Comedy, Classic, Singleplayer, Choices Matter, Point & Click, 2D, Epic, Hand drawn, Family Friendly, Adventure, Indie, Action, Interactive Fiction, Casual, Parody, Old School",https://store.steampowered.com/app/1089980
834910,ATLAS,36071,47%,2018-12-22,"$29,99","Survival, Open World, Pirates, Sailing, Adventure, Massively Multiplayer, Crafting, Naval Combat, Early Access, Online Co Op, RPG, Multiplayer, MMORPG, Exploration, Sandbox, Base Building, Action, PvP, Co op, PvE",https://store.steampowered.com/app/834910
239820,Game Dev Tycoon,36018,95%,2013-08-29,"$9,99","Management, Simulation, Indie, Strategy, Casual, Singleplayer, Economy, 2D, Moddable, Addictive, Replay Value, Sandbox, GameMaker, Funny, Difficult, Point & Click, Great Soundtrack, Isometric, Comedy, Touch Friendly",https://store.steampowered.com/app/239820
286160,Tabletop Simulator,35757,96%,2015-06-05,"$19,99","Tabletop, Board Game, Simulation, Multiplayer, Sandbox, Card Game, Trading Card Game, VR, Physics, Casual, Moddable, 3D, Strategy, Wargame, Online Co Op, Co op, RPG, Funny, First Person, Indie",https://store.steampowered.com/app/286160
200510,XCOM: Enemy Unknown,35391,94%,2012-10-08,"$29,99","Turn Based Strategy, Tactical, Strategy, Sci fi, Turn Based, Aliens, Singleplayer, Base Building, Turn Based Tactics, Unforgiving, Replay Value, Addictive, Character Customization, Perma Death, Multiplayer, Difficult, RPG, Action, Atmospheric, Futuristic",https://store.steampowered.com/app/200510
319510,Five Nights at Freddy's,35279,93%,2014-08-18,"$4,99","Horror, Singleplayer, Survival Horror, Robots, Psychological Horror, Difficult, Indie, First Person, Point & Click, Dark, Survival, Atmospheric, Mouse only, Supernatural, Resource Management, Jump Scare, Silent Protagonist, Lore Rich, Short, Historical",https://store.steampowered.com/app/319510
242920,Banished,34906,89%,2014-02-18,"$19,99","City Builder, Colony Sim, Strategy, Simulation, Survival, Indie, Singleplayer, Sandbox, Medieval, Relaxing, Resource Management, Economy, Building, Management, Open World, Difficult, Beautiful, Procedural Generation, Historical, RTS",https://store.steampowered.com/app/242920
573090,Stormworks: Build and Rescue,34799,92%,2020-09-17,"$24,99","Sandbox, Open World, Building, Flight, Exploration, Sailing, Programming, Open World Survival Craft, Survival, Immersive Sim, Base Building, Trains, Character Customization, PvP, Physics, Naval, First Person, Tutorial, Automation, Crafting",https://store.steampowered.com/app/573090
420530,OneShot,34478,98%,2016-12-01,"$9,99","Story Rich, Pixel Graphics, Great Soundtrack, Indie, Cute, Atmospheric, Puzzle, Singleplayer, Choices Matter, Adventure, Multiple Endings, RPGMaker, 2D, Surreal, RPG, Exploration, Replay Value, Casual, Psychological Horror, Anime",https://store.steampowered.com/app/420530
1290000,PowerWash Simulator,33707,97%,2022-07-14,"$24,99","Casual, Relaxing, Simulation, First Person, Sandbox, 3D, Immersive Sim, Funny, Story Rich, Multiplayer, Co op, Colorful, Realistic, Family Friendly, Online Co Op, Wholesome, Singleplayer, Indie, Cozy, Atmospheric",https://store.steampowered.com/app/1290000
900883,The Elder Scrolls IV: Oblivion® Game of the Year Edition Deluxe,33371,95%,2009-06-16,"$14,99","RPG, Open World, Fantasy, Singleplayer, Moddable, First Person, Adventure, Exploration, Great Soundtrack, Magic, Action, Character Customization, Story Rich, Atmospheric, Medieval, Sandbox, Classic, Action RPG, Third Person, Dark Fantasy",https://store.steampowered.com/app/900883
22330,The Elder Scrolls IV: Oblivion® Game of the Year Edition,33370,95%,2007-09-11,"$19,99","RPG, Open World, Fantasy, Singleplayer, Moddable, First Person, Adventure, Exploration, Great Soundtrack, Magic, Action, Character Customization, Story Rich, Atmospheric, Medieval, Sandbox, Classic, Action RPG, Third Person, Dark Fantasy",https://store.steampowered.com/app/22330
243470,Watch_Dogs™,33092,74%,2014-05-26,"$29,99","Open World, Hacking, Action, Multiplayer, Third Person, Adventure, Stealth, Third Person Shooter, Singleplayer, Shooter, Atmospheric, Parkour, Epic, Driving, Co op, Beautiful, Strategy, Futuristic, RPG, Simulation",https://store.steampowered.com/app/243470
225080,Brothers - A Tale of Two Sons,32898,94%,2013-09-03,"$14,99","Adventure, Atmospheric, Story Rich, Controller, Indie, Emotional, Puzzle, Short, Fantasy, Singleplayer, Beautiful, Great Soundtrack, Local Co Op, Action, Multiplayer, Platformer, Third Person, Casual, Walking Simulator, 3D Vision",https://store.steampowered.com/app/225080
2231450,Pizza Tower,32730,98%,2023-01-26,"$19,99","Great Soundtrack, 2D Platformer, Fast Paced, Cartoony, Indie, Comedy, Platformer, Singleplayer, Funny, Action, Pixel Graphics, 2D, Psychological Horror, Epic, Colorful, Difficult, Retro, 1990s, Horror, Adventure",https://store.steampowered.com/app/2231450
603850,Age of History II,32593,88%,2018-11-21,"$4,99","Strategy, Historical, War, Grand Strategy, Turn Based Strategy, Turn Based, Political Sim, Simulation, Sandbox, Singleplayer, World War II, Political, Multiplayer, Diplomacy, Politics, Alternate History, World War I, Indie, Casual, Open World",https://store.steampowered.com/app/603850
454650,DRAGON BALL XENOVERSE 2,32220,89%,2016-10-27,"$49,99","Anime, Fighting, Character Customization, Action, Multiplayer, Adventure, Massively Multiplayer, Co op, RPG, Singleplayer, Online Co Op, Third Person, Open World, Story Rich, MMORPG, Beat em up, Great Soundtrack, Moddable, Casual, Dragons",https://store.steampowered.com/app/454650
851850,DRAGON BALL Z: KAKAROT,32219,93%,2020-01-16,"$84,99","Action, RPG, Anime, Open World, Multiplayer, Fighting, Singleplayer, Story Rich, Adventure, JRPG, Controller, Great Soundtrack, Action RPG, Beat em up, Fantasy, Dragons, Atmospheric, Difficult, Third Person, Character Customization",https://store.steampowered.com/app/851850
1919590,NBA 2K23,32208,64%,2022-09-08,"$59,99","Immersive Sim, Sports, Basketball, Simulation, Multiplayer, PvP, Co op, Realistic, Local Co Op, Singleplayer, Online Co Op, Controller, Character Customization, 3D, Trading, 4 Player Local, Local Multiplayer, eSports, Team Based, Management",https://store.steampowered.com/app/1919590
22370,Fallout 3: Game of the Year Edition,32044,79%,2009-10-13,"$19,99","Open World, RPG, Post apocalyptic, Singleplayer, Moddable, First Person, Sci fi, FPS, Adventure, Action, Exploration, Replay Value, Atmospheric, Sandbox, Third Person, Story Rich, Shooter, Cult Classic, Action RPG, Great Soundtrack",https://store.steampowered.com/app/22370
554620,Life is Strange: Before the Storm,31993,93%,2017-08-31,"$16,99","Story Rich, Choices Matter, Great Soundtrack, Female Protagonist, Atmospheric, Singleplayer, Episodic, Adventure, Choose Your Own Adventure, Multiple Endings, Third Person, Drama, Mystery, Action, Indie, Walking Simulator, LGBTQ+, Point & Click, Psychological Horror, Memes",https://store.steampowered.com/app/554620
1774580,STAR WARS Jedi: Survivor™,31949,63%,2023-04-27,"$69,99","Action, Adventure, Singleplayer, Souls like, Sci fi, Third Person, Action Adventure, Space, Open World, Story Rich, Swordplay, Parkour, Exploration, Metroidvania, Combat, Character Customization, RPG, Atmospheric, Great Soundtrack, Difficult",https://store.steampowered.com/app/1774580
221040,Resident Evil 6,31642,79%,2013-03-22,"$29,99","Action, Zombies, Co op, Third Person Shooter, Horror, Co op Campaign, Online Co Op, Adventure, Multiplayer, Third Person, Shooter, Split Screen, Quick Time Events, Local Co Op, Survival Horror, Survival, Singleplayer, Atmospheric, Female Protagonist, Casual",https://store.steampowered.com/app/221040
666140,My Time At Portia,31561,92%,2019-01-15,"$29,99","RPG, Life Sim, Open World, Farming Sim, Crafting, Simulation, Casual, Adventure, Singleplayer, Agriculture, Building, Sandbox, Indie, Relaxing, Mining, Exploration, Survival, Cartoony, Post apocalyptic, Female Protagonist",https://store.steampowered.com/app/666140
203140,Hitman: Absolution™,31395,92%,2012-11-19,"$49,99","Stealth, Action, Third Person, Assassin, Singleplayer, Third Person Shooter, Tactical, Shooter, Replay Value, Crime, Story Rich, Multiplayer, Cinematic, Difficult, Atmospheric, Adventure, Strategy, Score Attack, Linear, Controller",https://store.steampowered.com/app/203140
552100,Brick Rigs,31226,93%,2023-07-14,"$18,99","Sandbox, Destruction, Building, Multiplayer, Open World, LEGO, Family Friendly, Physics, Driving, Simulation, Funny, Early Access, Racing, Action, First Person, Zombies, Singleplayer, FPS, Gun Customization, Flight",https://store.steampowered.com/app/552100
334230,Town of Salem,30924,89%,2014-12-15,"$4,99","Multiplayer, Strategy, Mystery, Indie, RPG, Social Deduction, Casual, Werewolves, Funny, Co op, Great Soundtrack, Tactical, Survival, Board Game, 2D, Massively Multiplayer, Memes, Comedy, Family Friendly, Action",https://store.steampowered.com/app/334230
24960,Battlefield: Bad Company™ 2,30818,"70,83%",2010-03-02,"$19,99","FPS, Multiplayer, Action, Shooter, War, Team Based, First Person, Singleplayer, Destruction, Military, Co op, Tactical, Atmospheric, Open World, Classic, Combat, Comedy, Adventure, Vehicular Combat, Strategy",https://store.steampowered.com/app/24960
1288310,Firework,30690,98%,2021-02-03,"$9,99","Horror, Indie, Puzzle, 2D, Drama, Mystery, Atmospheric, Singleplayer, Psychological Horror, Visual Novel, Thriller, Hand drawn, Old School, Retro, Supernatural, RPG, Puzzle Platformer, Conversation, Narration, Text Based",https://store.steampowered.com/app/1288310
501300,What Remains of Edith Finch,30648,95%,2017-04-24,"$19,99","Story Rich, Atmospheric, Walking Simulator, First Person, Exploration, Mystery, Adventure, Singleplayer, Female Protagonist, Indie, Great Soundtrack, Narration, Short, Drama, Psychological Horror, Dark, Puzzle, Horror, Visual Novel, Lovecraftian",https://store.steampowered.com/app/501300
200710,Torchlight II,30569,93%,2012-09-20,"$19,99","RPG, Action RPG, Hack and Slash, Dungeon Crawler, Loot, Co op, Fantasy, Online Co Op, Multiplayer, Action, Adventure, Singleplayer, Indie, Moddable, Character Customization, Isometric, Replay Value, Steampunk, Atmospheric, Cartoon",https://store.steampowered.com/app/200710
745920,Temtem,30152,83%,2022-09-06,"$44,99","Creature Collector, MMORPG, Turn Based Tactics, Character Customization, JRPG, Collectathon, Adventure, Anime, PvP, Exploration, Turn Based Combat, Colorful, RPG, PvE, Cute, 3D, Third Person, Story Rich, Top Down, Cartoony",https://store.steampowered.com/app/745920
244450,Men of War: Assault Squad 2,30123,91%,2014-05-15,"$29,99","Strategy, World War II, War, Simulation, RTS, Action, Tactical, Military, Multiplayer, Real Time Tactics, Realistic, Tanks, Historical, Co op, Singleplayer, Destruction, Atmospheric, Difficult, Classic, Adventure",https://store.steampowered.com/app/244450
933110,Age of Empires III: Definitive Edition,29791,82%,2020-10-15,"$19,99","Strategy, RTS, Base Building, Multiplayer, Military, Historical, City Builder, War, Singleplayer, Resource Management, PvP, 3D, Combat, Story Rich, Level Editor, Moddable, Online Co Op, Co op, Medieval, Classic",https://store.steampowered.com/app/933110
1987080,Inside the Backrooms,29788,85%,2022-06-20,"$6,99","Early Access, Horror, Multiplayer, Survival Horror, Puzzle, Psychological Horror, Adventure, Co op, Online Co Op, Exploration, First Person, Atmospheric, FPS, 3D, Dark, Mystery, Sci fi, VR, Story Rich, PvE",https://store.steampowered.com/app/1987080
1644960,NBA 2K22,29659,58%,2021-09-09,"$59,99","Sports, Basketball, Simulation, Realistic, Multiplayer, eSports, 3D, Singleplayer, Team Based, Character Customization, Management, Controller, Trading, Deckbuilding, 4 Player Local, Co op, Gambling, Local Co Op, Local Multiplayer, Online Co Op",https://store.steampowered.com/app/1644960
201270,Total War: SHOGUN 2,29283,91%,2011-03-15,"$29,99","Strategy, Historical, Turn Based Strategy, RTS, Grand Strategy, Tactical, Singleplayer, Multiplayer, Real Time Tactics, Military, Diplomacy, Ninja, Co op, Turn Based, Medieval, Great Soundtrack, Moddable, Turn Based Tactics, Action, Stylized",https://store.steampowered.com/app/201270
1282730,Loop Hero,29276,93%,2021-03-04,"$14,99","Tactical, Roguelike, Deckbuilding, Pixel Graphics, Choices Matter, Roguelite, Indie, Card Game, Resource Management, Strategy RPG, 2D, Dark Fantasy, Old School, Story Rich, Fantasy, RPG, Time Management, Turn Based Tactics, Minimalist, Adventure",https://store.steampowered.com/app/1282730
209000,Batman™: Arkham Origins,29232,88%,2013-10-24,"$19,99","Action, Open World, Superhero, Adventure, Third Person, Stealth, Singleplayer, Multiplayer, Fighting, Beat em up, Comic Book, Detective, Story Rich, Atmospheric, Action Adventure, Controller, 3D Vision, Sandbox, Third Person Shooter, RPG",https://store.steampowered.com/app/209000
972660,Spiritfarer®: Farewell Edition,28897,95%,2020-08-18,"$29,99","Emotional, Story Rich, Indie, Management, Building, Adventure, Hand drawn, Female Protagonist, Exploration, Relaxing, Platformer, Atmospheric, Local Co Op, Crafting, Co op, Funny, Simulation, Cartoony, Farming Sim, Fishing",https://store.steampowered.com/app/972660
480490,Prey,28874,90%,2017-05-04,"$59,99","Sci fi, Space, Immersive Sim, Singleplayer, Atmospheric, Horror, FPS, First Person, Story Rich, Exploration, Action, Aliens, Futuristic, Survival Horror, Stealth, Adventure, RPG, Psychological Horror, Open World, Great Soundtrack",https://store.steampowered.com/app/480490
