App ID,Title,Reviews Total,Reviews Score Fancy,Release Date,Launch Price,Tags,Steam Page
784150,Workers & Resources: Soviet Republic,12422,92%,2019-03-15,"$34,99","City Builder, Economy, Strategy, Simulation, Building, Management, Early Access, Political Sim, Trains, Indie, Cold War, Transportation, Politics, Historical, Political, Realistic, Singleplayer, Choices Matter, Resource Management, Multiple Endings",https://store.steampowered.com/app/784150
242680,Nuclear Throne,12418,96%,2015-12-05,"$11,99","Action Roguelike, Roguelike, Indie, Pixel Graphics, Difficult, Bullet Hell, Action, Roguelite, Top Down Shooter, Great Soundtrack, Post apocalyptic, Shooter, Local Co Op, Singleplayer, Top Down, 2D, Twin Stick Shooter, Perma Death, RPG, Local Multiplayer",https://store.steampowered.com/app/242680
1364780,Street Fighter™ 6,12416,89%,2023-06-01,"$59,99","2D Fighter, Fighting, Action, Arcade, Character Customization, Adventure, Multiplayer, Competitive, Open World, Action RPG, PvP, eSports, Singleplayer, Sandbox, Local Multiplayer, 3D, Controller, Great Soundtrack, Anime, Dating Sim",https://store.steampowered.com/app/1364780
1490890,Demon Slayer -Kimetsu no Yaiba- The Hinokami Chronicles,12366,"81,46%",2021-10-15,"$59,99","Anime, Action, Adventure, 3D Fighter, Action Adventure, 3D, Demons, 2D Fighter, Cartoon, Colorful, Cinematic, PvP, Comic Book, Multiplayer, Drama, Emotional, Combat, Foreign, Controller, Quick Time Events",https://store.steampowered.com/app/1490890
1504570,Cultivation Tales,12344,37%,2022-04-14,"$19,99","Early Access, Sandbox, Building, Online Co Op, Action, Survival, Adventure, Massively Multiplayer, Action Roguelike, Tower Defense, Strategy, Action Adventure, Open World, RPG, Open World Survival Craft, PvP, 3D Platformer, Third Person, Co op, Action RPG",https://store.steampowered.com/app/1504570
248390,Craft The World,12312,88%,2014-11-24,"$18,99","Sandbox, Crafting, Colony Sim, Building, Survival, Strategy, Indie, Simulation, Multiplayer, 2D, RPG, City Builder, Open World, Singleplayer, Resource Management, Fantasy, Adventure, God Game, Tower Defense, Side Scroller",https://store.steampowered.com/app/248390
34870,Sniper: Ghost Warrior 2,12293,74%,2013-03-11,"$9,99","Sniper, Action, FPS, Multiplayer, Shooter, Stealth, Singleplayer, First Person, Military, Tactical, Open World, Co op, Adventure, Strategy, Online Co Op, Bullet Time, Simulation, Controller, Difficult, Atmospheric",https://store.steampowered.com/app/34870
1253920,Rogue Legacy 2,12282,90%,2022-04-28,"$24,99","Arcade, Metroidvania, Platformer, Action, Indie, Adventure, Roguelite, RPG, Difficult, Singleplayer, 2D, Side Scroller, Procedural Generation, Roguelike, Cartoony, Early Access, Souls like, 2D Platformer, Pixel Graphics, Multiplayer",https://store.steampowered.com/app/1253920
1239690,Retrowave,12218,96%,2022-05-06,"$2,99","Racing, Indie, 1980s, Casual, Retro, Simulation, Action, Music, Relaxing, Cyberpunk, 1990s, Great Soundtrack, Singleplayer, Arcade, Futuristic, Psychedelic, Runner, Surreal, Atmospheric, Addictive",https://store.steampowered.com/app/1239690
6000,STAR WARS™ Republic Commando™,12182,95%,2005-03-01,"$9,99","FPS, Action, Tactical, Sci fi, Singleplayer, Shooter, First Person, Classic, Multiplayer, Great Soundtrack, Atmospheric, Space, Epic, Adventure, Team Based, War, Strategy, Co op, Dark, Futuristic",https://store.steampowered.com/app/6000
219890,Antichamber,12160,95%,2013-01-31,"$19,99","Puzzle, First Person, Indie, Surreal, Exploration, Singleplayer, Abstract, Nonlinear, Adventure, Minimalist, Difficult, Atmospheric, Psychedelic, Psychological, Colorful, Great Soundtrack, Metroidvania, Replay Value, Sci fi, Platformer",https://store.steampowered.com/app/219890
601840,Griftlands,12151,94%,2021-06-01,"$19,99","Card Battler, Roguelite, Deckbuilding, Choices Matter, RPG, Turn Based, Story Rich, Card Game, Strategy, Dark Humor, Roguelike, Turn Based Combat, 2D, Comic Book, Choose Your Own Adventure, Multiple Endings, Singleplayer, Hand drawn, Sci fi, Atmospheric",https://store.steampowered.com/app/601840
201790,Orcs Must Die! 2,12131,93%,2012-07-30,"$14,99","Tower Defense, Co op, Action, Strategy, Online Co Op, Indie, RPG, Third Person, Adventure, Multiplayer, Third Person Shooter, Comedy, Singleplayer, Cartoony, Shooter, Fantasy, Female Protagonist, Controller, Funny, Great Soundtrack",https://store.steampowered.com/app/201790
1336490,Against the Storm,12126,95%,2022-11-01,"$29,99","Strategy, Simulation, Base Building, City Builder, Colony Sim, Resource Management, Management, Building, Survival, Sandbox, Moddable, Open World, Replay Value, RTS, Singleplayer, Medieval, 2D, Historical, Economy, Early Access",https://store.steampowered.com/app/1336490
875210,Kingdom Heroes 8,12103,55%,2021-01-12,"$29,99","Historical, Strategy, Action, RPG, Simulation, Real Time Tactics, Tactical RPG, Strategy RPG, Singleplayer, Grand Strategy, City Builder, 3D Fighter, 3D, Character Customization, Realistic, Retro, War, Tactical, Combat, 2D",https://store.steampowered.com/app/875210
1119730,"Ranch Simulator - Build, Farm, Hunt",12073,85%,2021-03-04,"$24,99","Early Access, Simulation, Multiplayer, Online Co Op, Open World, Farming Sim, Farming, Job Simulator, Co op, Realistic, Hunting, Sandbox, Singleplayer, Destruction, Management, Trading, Immersive Sim, Economy, Relaxing, Indie",https://store.steampowered.com/app/1119730
1029780,Going Medieval,12058,89%,2021-06-01,"$24,99","Early Access, City Builder, Medieval, Colony Sim, Strategy, Simulation, Building, Survival, Base Building, Management, Crafting, Sandbox, RPG, Open World, Resource Management, RTS, Singleplayer, 3D, Procedural Generation, Stylized",https://store.steampowered.com/app/1029780
1361320,The Room 4: Old Sins,12048,98%,2021-02-11,"$8,99","Puzzle, Mystery, Adventure, Point & Click, Lovecraftian, Story Rich, Singleplayer, Horror, Hidden Object, Escape Room, Exploration, First Person, 3D, Atmospheric, Indie",https://store.steampowered.com/app/1361320
2066020,Soulstone Survivors,12002,90%,2022-11-07,"$9,99","Early Access, Action Roguelike, Action RPG, Bullet Hell, Roguelite, Top Down, Arcade, Procedural Generation, Action, Roguelike, Score Attack, Colorful, Controller, Dark Fantasy, Twin Stick Shooter, Singleplayer, RPG, Crafting, Character Customization, Hack and Slash",https://store.steampowered.com/app/2066020
17300,Crysis,12001,"60,96%",2008-09-17,"$19,99","FPS, Action, Sci fi, Singleplayer, Shooter, Stealth, Open World, Aliens, First Person, Benchmark, Multiplayer, Futuristic, Atmospheric, Adventure, Story Rich, Classic, Destruction, Sandbox, Great Soundtrack, Moddable",https://store.steampowered.com/app/17300
313160,Farming Simulator 15,11987,91%,2014-10-30,"$12,99","Farming Sim, Automobile Sim, Simulation, Multiplayer, Open World, Agriculture, Moddable, Singleplayer, Realistic, Co op, Relaxing, Driving, Economy, Physics, Management, Sandbox, Mod, Strategy, Online Co Op, Family Friendly",https://store.steampowered.com/app/313160
760060,Mutant Year Zero: Road to Eden,11962,90%,2018-12-04,"$34,99","Strategy, RPG, Post apocalyptic, Turn Based Combat, Turn Based Tactics, Tactical, Turn Based, Adventure, Stealth, Singleplayer, Turn Based Strategy, Atmospheric, Action, Survival, Dark Fantasy, Difficult, Funny, Horror, Exploration, Fantasy",https://store.steampowered.com/app/760060
738520,Breathedge,11945,84%,2021-02-25,"$24,99","Open World Survival Craft, Space, Survival, Singleplayer, Sandbox, Indie, Base Building, Sci fi, First Person, Atmospheric, Adventure, Crafting, Open World, Exploration, Action, Early Access, Aliens, Simulation, Action Adventure, Futuristic",https://store.steampowered.com/app/738520
451340,Gold Rush: The Game,11942,71%,2017-10-13,"$19,99","Simulation, Mining, Singleplayer, Realistic, Open World, Indie, Driving, Sandbox, Economy, Building, First Person, Exploration, Strategy, Management, Automobile Sim, Adventure, Funny, Relaxing, Casual, Difficult",https://store.steampowered.com/app/451340
332310,LEGO® Worlds,11937,77%,2017-03-07,"$29,99","LEGO, Open World, Building, Sandbox, Adventure, Multiplayer, Exploration, Family Friendly, Singleplayer, Third Person, Funny, Early Access, Destruction, Co op, Action, Comedy, Simulation, Casual, Walking Simulator, Voxel",https://store.steampowered.com/app/332310
335670,LISA: The Painful,11874,95%,2014-12-15,"$19,99","Dark Humor, RPG, Story Rich, Post apocalyptic, Great Soundtrack, Indie, Choices Matter, Psychological Horror, Dark, Pixel Graphics, RPGMaker, Adventure, Funny, Singleplayer, 2D, Atmospheric, Comedy, Horror, Side Scroller, Platformer",https://store.steampowered.com/app/335670
1922560,Plants vs. Zombies™ Garden Warfare 2: Deluxe Edition,11872,89%,2022-05-16,"$29,99","Zombies, Hero Shooter, Third Person Shooter, PvP, Funny, Action, Character Customization, Shooter, Team Based, Third Person, Casual, Cute, Controller, Colorful, Cartoon, War, Combat, Atmospheric, Multiplayer, Co op",https://store.steampowered.com/app/1922560
320300,Car Mechanic Simulator 2015,11834,92%,2015-04-23,"$19,99","Automobile Sim, Simulation, Singleplayer, Building, Driving, Education, Racing, First Person, Management, Puzzle, Realistic, Casual, Multiplayer, Great Soundtrack, Atmospheric, Funny, Mod, Sandbox, Open World, Action",https://store.steampowered.com/app/320300
228280,Baldur's Gate: Enhanced Edition,11831,91%,2013-01-16,"$19,99","RPG, Fantasy, Dungeons & Dragons, Isometric, CRPG, Party Based RPG, Real Time with Pause, Singleplayer, Story Rich, Character Customization, Old School, Adventure, Co op, Multiplayer, Magic, Online Co Op, Action Adventure, Remake, Atmospheric, Strategy",https://store.steampowered.com/app/228280
1388770,Cruelty Squad,11830,97%,2021-06-15,"$19,99","Capitalism, Surreal, Immersive Sim, FPS, Psychological Horror, Cyberpunk, Shooter, Psychedelic, First Person, Stealth, Lore Rich, Dark Humor, Stylized, Dystopian, Action, Post apocalyptic, Assassin, Tactical, Retro, Simulation",https://store.steampowered.com/app/1388770
278360,A Story About My Uncle,11818,92%,2014-05-28,"$14,99","Adventure, First Person, Parkour, Singleplayer, Indie, Atmospheric, Platformer, Story Rich, Puzzle, 3D Platformer, Fantasy, Casual, Short, Sci fi, Relaxing, Narration, Action, Great Soundtrack, Family Friendly, Difficult",https://store.steampowered.com/app/278360
1262540,Need for Speed™,11808,72%,2016-03-15,"$29,99","Racing, Multiplayer, Driving, Action, Adventure, Automobile Sim, Destruction, Arcade, Singleplayer, Open World, Simulation, Third Person, Combat Racing, Co op, First Person, Top Down, Movie, Controller",https://store.steampowered.com/app/1262540
1262560,Need for Speed™ Most Wanted,11746,79%,2012-10-30,"$19,99","Racing, Open World, Multiplayer, Driving, Competitive, Action, Automobile Sim, Arcade, Adventure, Combat Racing, First Person, Vehicular Combat, Singleplayer, Third Person, Controller, Co op, Split Screen, Great Soundtrack, Crime",https://store.steampowered.com/app/1262560
493900,Dungeons 3,11746,94%,2017-10-13,"$39,99","Strategy, Villain Protagonist, Simulation, RTS, Base Building, God Game, Management, Female Protagonist, Comedy, Multiplayer, Economy, Funny, Singleplayer, Dark Fantasy, Dark Humor, Online Co Op, Horror, Co op Campaign, Real Time Tactics, Isometric",https://store.steampowered.com/app/493900
1216710,Cyber Manhunt,11739,94%,2021-02-02,"$9,99","Simulation, RPG, Puzzle, Hacking, Indie, Mystery, Singleplayer, Crime, Detective, Immersive Sim, Story Rich, Cyberpunk, 2D, Atmospheric, Casual, Word Game, Investigation, Psychological Horror, Early Access, Linear",https://store.steampowered.com/app/1216710
681280,Descenders,11696,95%,2019-05-07,"$24,99","Sports, Racing, Cycling, Action, Bikes, Multiplayer, Great Soundtrack, Procedural Generation, Roguelite, Open World, Simulation, BMX, Fast Paced, Moddable, Physics, Addictive, Difficult, Beautiful, Relaxing, Competitive",https://store.steampowered.com/app/681280
402710,Osiris: New Dawn,11688,"51,20%",2016-09-28,"$24,99","Open World Survival Craft, Horror, Survival, Space, Open World, Multiplayer, Sci fi, Building, Adventure, Crafting, Sandbox, Exploration, Base Building, Co op, First Person, Action, Singleplayer, Space Sim, Aliens, Indie",https://store.steampowered.com/app/402710
1084600,My Time at Sandrock,11687,87%,2022-05-25,"$24,99","Life Sim, Building, Sandbox, Farming Sim, Crafting, RPG, Dating Sim, Multiplayer, Open World, Character Customization, Mining, Post apocalyptic, Simulation, Casual, Adventure, Female Protagonist, Singleplayer, Early Access, Cartoony, Indie",https://store.steampowered.com/app/1084600
597820,BIOMUTANT,11667,67%,2021-05-25,"$59,99","Open World, Action, RPG, Singleplayer, Adventure, Post apocalyptic, Character Customization, Third Person, Hack and Slash, Fantasy, Atmospheric, Action RPG, Exploration, Martial Arts, Multiplayer, Cute, Story Rich, Sci fi, Indie, Crafting",https://store.steampowered.com/app/597820
617670,Zup! S,11656,97%,2018-11-15,"$1,99","Puzzle, Casual, Indie, 2D, Physics, Relaxing, Singleplayer, Minimalist, Short, Fast Paced, Cute, Trading Card Game, Strategy, Logic, Psychological Horror, Difficult, Action, Education, Horror, Beautiful",https://store.steampowered.com/app/617670
1055540,A Short Hike,11654,99%,2019-07-30,"$7,99","Adventure, Exploration, Cute, Indie, Relaxing, Pixel Graphics, Nature, Great Soundtrack, Casual, Open World, Singleplayer, 3D Platformer, Short, Family Friendly, Beautiful, Funny, Flight, Walking Simulator, Female Protagonist, Third Person",https://store.steampowered.com/app/1055540
19680,Alice: Madness Returns,11648,88%,2011-06-17,"$19,99","3D Platformer, Horror, Female Protagonist, Hack and Slash, Dark Fantasy, Action Adventure, Platformer, Third Person, Singleplayer, Story Rich, Surreal, Gothic, Noir, Action, Fantasy, Based On A Novel, Psychological, Atmospheric, Adventure, Supernatural",https://store.steampowered.com/app/19680
605740,"Flashing Lights: Police, Firefighting, Emergency Services Simulator",11590,83%,2023-05-15,"$24,99","Third Person, Open World, Simulation, Action, Moddable, Driving, Early Access, Job Simulator, Mod, Third Person Shooter, RPG, Shooter, Multiplayer, Online Co Op, Tactical, Detective, Co op, Sandbox, FPS, First Person",https://store.steampowered.com/app/605740
130,Half-Life: Blue Shift,11586,91%,2001-06-01,"$4,99","FPS, Action, Sci fi, Singleplayer, Shooter, Aliens, Classic, First Person, Zombies, Adventure, 1990s, Short, Atmospheric, Silent Protagonist, Story Rich, Puzzle, Moddable, Great Soundtrack, Retro, Old School",https://store.steampowered.com/app/130
895870,Project Wingman,11523,94%,2020-12-01,"$24,99","Flight, Action, Jet, Indie, War, Military, Arcade, Singleplayer, Simulation, VR, Controller, Great Soundtrack, Shooter, Story Rich, Sci fi, First Person, Third Person, Epic, Realistic, Multiplayer",https://store.steampowered.com/app/895870
667970,VTOL VR,11504,98%,2017-08-03,"$29,99","Flight, VR, Combat, Simulation, Jet, Military, War, Realistic, Vehicular Combat, Action, Physics, Naval Combat, Artificial Intelligence, 6DOF, Singleplayer, Level Editor, Futuristic, Multiplayer, First Person, Sandbox",https://store.steampowered.com/app/667970
311340,METAL GEAR SOLID V: GROUND ZEROES,11494,83%,2014-12-18,"$19,99","Stealth, Action, Tactical, Short, Singleplayer, Third Person, Story Rich, Cinematic, Open World, Replay Value, Atmospheric, Great Soundtrack, Adventure, Third Person Shooter, Shooter, Sandbox, Classic, Cold War, Dark, Multiplayer",https://store.steampowered.com/app/311340
115300,Call of Duty®: Modern Warfare® 3,11478,89%,2011-11-08,"$39,99","Action, FPS, Multiplayer, Shooter, First Person, Singleplayer, War, Military, Online Co Op, Co op, Casual, Story Rich, Controller, Survival, Linear, Adventure, Zombies, Point & Click, Dog, Massively Multiplayer",https://store.steampowered.com/app/115300
4760,Rome: Total War™ - Collection,11419,"78,73%",2007-08-28,"$12,99","Strategy, Historical, Rome, Turn Based Strategy, RTS, Grand Strategy, Classic, Tactical, War, Great Soundtrack, Multiplayer, Singleplayer, Turn Based, Moddable, Real Time Tactics, Action, Atmospheric, Simulation, 4X, Nostalgia",https://store.steampowered.com/app/4760
969990,SpongeBob SquarePants: Battle for Bikini Bottom - Rehydrated,11388,94%,2020-06-23,"$29,99","Adventure, 3D Platformer, Cult Classic, Remake, Action, Multiplayer, Family Friendly, Casual, Cartoon, Funny, Classic, Underwater, Great Soundtrack, Singleplayer, Colorful, Co op, Comedy, Open World, Souls like, Story Rich",https://store.steampowered.com/app/969990
851100,Touhou Luna Nights,11376,97%,2019-02-25,"$17,99","Metroidvania, Female Protagonist, Bullet Hell, Faith, Side Scroller, Exploration, Time Manipulation, Platformer, 2D, Beat em up, Action Adventure, Pixel Graphics, Cute, Anime, Controller, Action, Singleplayer, Adventure, Indie, Great Soundtrack",https://store.steampowered.com/app/851100
256290,Child of Light,11366,92%,2014-04-29,"$14,99","RPG, Fantasy, Great Soundtrack, Female Protagonist, Turn Based, Platformer, Adventure, 2D, Atmospheric, Story Rich, Hand drawn, Beautiful, Singleplayer, Cute, Side Scroller, Local Co Op, Turn Based Strategy, Indie, Casual, Action",https://store.steampowered.com/app/256290
311310,Naval Action,11335,58%,2019-06-13,"$39,99","Naval Combat, Sailing, Pirates, Naval, Open World, MMORPG, PvP, RPG, Sandbox, Military, Historical, Massively Multiplayer, War, Realistic, Crafting, Simulation, Economy, Survival, Combat, Trading",https://store.steampowered.com/app/311310
1583320,Pro Soccer Online,11326,92%,2021-11-15,"$9,99","Sports, Football (Soccer), 3D, Multiplayer, eSports, First Person, Third Person, Real Time Tactics, Early Access, Team Based, PvP, Character Customization, Competitive, Psychological Horror, Casual, Free to Play",https://store.steampowered.com/app/1583320
391720,Layers of Fear (2016),11318,90%,2016-02-15,"$19,99","Horror, Psychological Horror, Atmospheric, Walking Simulator, First Person, Singleplayer, Story Rich, Indie, Adventure, Psychedelic, Dark, Puzzle, Exploration, Great Soundtrack, Mystery, Multiplayer, Lovecraftian, Surreal, Survival Horror, Short",https://store.steampowered.com/app/391720
35700,Trine Enchanted Edition,11313,95%,2009-07-02,"$14,99","Puzzle Platformer, Beautiful, Fantasy, Platformer, Physics, Action, Local Co Op, Adventure, Puzzle, Great Soundtrack, Indie, Co op, Online Co Op, Singleplayer, Multiplayer, Atmospheric, Casual, Local Multiplayer, 2D, Female Protagonist",https://store.steampowered.com/app/35700
1401590,Disney Dreamlight Valley,11307,93%,2022-09-06,"$29,99","Relaxing, Life Sim, Adventure, Simulation, Exploration, Character Customization, Immersive Sim, Sandbox, Singleplayer, Fantasy, Casual, Story Rich, Cooking, Fishing, Farming Sim, Family Friendly, Crafting, Magic, Early Access, 3D",https://store.steampowered.com/app/1401590
1364020,Boundary,11234,72%,2023-04-13,"$24,99","Early Access, FPS, Shooter, Space, Multiplayer, Action, Sci fi, Realistic, Military, First Person, Tactical, Futuristic, Combat, Class Based, PvP, 3D, 6DOF, Heist, Moddable, Cinematic",https://store.steampowered.com/app/1364020
562810,MONOPOLY® PLUS,11217,43%,2017-09-07,"$14,99","Board Game, Family Friendly, Multiplayer, Casual, Turn Based Strategy, Tabletop, Local Multiplayer, Singleplayer, Strategy, Capitalism, Economy, Local Co Op, Simulation, Funny, 3D, Colorful, Logic, Grid Based Movement, PvP, Resource Management",https://store.steampowered.com/app/562810
6910,Deus Ex: Game of the Year Edition,11186,94%,2000-06-22,"$9,99","Cyberpunk, RPG, Stealth, Classic, FPS, Sci fi, Immersive Sim, Cult Classic, Action, Singleplayer, Dystopian, Story Rich, Inventory Management, Great Soundtrack, First Person, Atmospheric, Conspiracy, Moddable, Action RPG, Shooter",https://store.steampowered.com/app/6910
774801,Crab Champions,11136,98%,2023-04-01,"$9,99","Soundtrack, Action Roguelike, Choices Matter, Looter Shooter, Third Person Shooter, Arcade, Multiplayer, Perma Death, Roguelike, Roguelite, Platformer, 3D, Early Access, Casual, Co op, Shooter, Action, Memes, Bullet Hell, Adventure",https://store.steampowered.com/app/774801
1016920,Unrailed!,11092,93%,2020-09-23,"$19,99","Multiplayer, Co op, Online Co Op, Local Co Op, Casual, Trains, Local Multiplayer, Action, Procedural Generation, Indie, 4 Player Local, Voxel, Family Friendly, Funny, Isometric, Survival, Controller, Cute, Competitive, Early Access",https://store.steampowered.com/app/1016920
1089090,ONE PIECE: PIRATE WARRIORS 4,11081,92%,2020-03-26,"$59,99","Anime, Hack and Slash, Beat em up, Fighting, Pirates, Action, Split Screen, PvP, Arcade, Multiplayer, Co op, Adventure, RPG, Local Co Op, Comedy, Online Co Op, Musou, Controller, Singleplayer, Open World",https://store.steampowered.com/app/1089090
378860,Project CARS 2,11081,"76,67%",2017-09-21,"$59,99","Racing, Driving, Automobile Sim, Simulation, VR, Multiplayer, Realistic, Sports, Singleplayer, Open World, Controller, Atmospheric, Action, Arcade, Difficult, First Person, Co op, Great Soundtrack",https://store.steampowered.com/app/378860
397950,Clustertruck,11015,93%,2016-09-27,"$14,99","Parkour, Automobile Sim, Action, First Person, 3D Platformer, Singleplayer, Physics, Indie, Fast Paced, Difficult, Destruction, Funny, Great Soundtrack, Platformer, Strategy, Casual, Level Editor, Racing, Adventure, Multiplayer",https://store.steampowered.com/app/397950
780290,Gloomhaven,11004,86%,2021-10-20,"$34,99","Dark Fantasy, Turn Based Combat, Card Game, Turn Based Strategy, Unforgiving, Tactical RPG, Class Based, Strategy, Difficult, Co op Campaign, 3D, Deckbuilding, RPG, Tactical, Turn Based Tactics, Turn Based, Singleplayer, Party Based RPG, Dungeon Crawler, Board Game",https://store.steampowered.com/app/780290
1677280,Company of Heroes 3,10976,53%,2023-02-23,"$59,99","Strategy, Wargame, Action RTS, RTS, Real Time Tactics, Turn Based Tactics, PvP, World War II, Historical, Turn Based Strategy, Top Down, Action, Military, Choices Matter, Tactical, Turn Based Combat, War, Singleplayer, Multiplayer, Cinematic",https://store.steampowered.com/app/1677280
1496790,Gotham Knights,10875,69%,2022-10-21,"$59,99","Action, Open World, Superhero, Online Co Op, Singleplayer, Action RPG, Stealth, Adventure, Third Person, RPG, Multiplayer, Story Rich, Co op, Action Adventure, Dark, Comic Book, Crime, Character Customization, Atmospheric, Combat",https://store.steampowered.com/app/1496790
1162520,Richman10,10866,51%,2019-10-24,"$13,99","Casual, Multiplayer, Tabletop, Strategy, Local Multiplayer, Board Game, Anime, Cute, Co op",https://store.steampowered.com/app/1162520
2600,Vampire: The Masquerade - Bloodlines,10859,94%,2004-11-16,"$19,99","RPG, Vampire, Cult Classic, Singleplayer, Supernatural, Action, Horror, Dark, Atmospheric, Story Rich, Classic, Action RPG, Great Soundtrack, Gothic, First Person, Immersive, Female Protagonist, Adventure, Third Person, Stealth",https://store.steampowered.com/app/2600
473690,Absolver,10789,73%,2017-08-29,"$29,99","Fighting, Martial Arts, Action, Multiplayer, PvP, Open World, Adventure, Indie, PvE, RPG, Online Co Op, Character Customization, Difficult, Singleplayer, Co op, Swordplay, MMORPG, Massively Multiplayer, Atmospheric, Souls like",https://store.steampowered.com/app/473690
448510,Overcooked,10786,90%,2016-08-03,"$16,99","Local Co Op, Multiplayer, Local Multiplayer, Co op, Casual, 4 Player Local, Family Friendly, Funny, Cooking, Co op Campaign, Indie, Simulation, Action, Cute, Singleplayer, Colorful, Difficult, Split Screen, Great Soundtrack, Adventure",https://store.steampowered.com/app/448510
388090,Five Nights at Freddy's 4,10740,93%,2015-07-23,"$7,99","Horror, Survival Horror, Singleplayer, Robots, First Person, Dark, Difficult, Point & Click, Survival, Psychological Horror, Strategy, Indie, Story Rich, Atmospheric, Action, Family Friendly, Simulation, Jump Scare, Animation & Modeling, Illuminati",https://store.steampowered.com/app/388090
48240,Anno 2070™,10732,59%,2011-11-17,"$19,99","Strategy, City Builder, Simulation, Futuristic, RTS, Economy, Resource Management, Multiplayer, Singleplayer, Sci fi, Management, Building, Real Time, Sandbox, Trading, Co op, Great Soundtrack, 4X, Online Co Op, Story Rich",https://store.steampowered.com/app/48240
288470,Fable Anniversary,10697,84%,2014-09-12,"$34,99","RPG, Open World, Fantasy, Adventure, Classic, Singleplayer, Remake, Action RPG, Choices Matter, Atmospheric, Third Person, Story Rich, Character Customization, Comedy, Action, Great Soundtrack, Medieval, Magic, Sandbox, Funny",https://store.steampowered.com/app/288470
712100,A Total War Saga: THRONES OF BRITANNIA,10639,69%,2018-05-02,"$39,99","Strategy, Historical, RTS, Turn Based Strategy, Medieval, War, Action, Grand Strategy, Singleplayer, Multiplayer, Tactical, Co op, Vikings, Military, Atmospheric, Turn Based, Sandbox, City Builder",https://store.steampowered.com/app/712100
1012880,60 Seconds! Reatomized,10612,94%,2019-07-25,"$9,99","Strategy, Survival, Post apocalyptic, Simulation, Choices Matter, Casual, Singleplayer, Adventure, Indie, Choose Your Own Adventure, Comedy, Dark Comedy, Funny, Point & Click, Difficult, Remake, Text Based, Roguelite, Horror, Cartoon",https://store.steampowered.com/app/1012880
287450,Rise of Nations: Extended Edition,10611,94%,2014-06-12,"$19,99","Strategy, RTS, Classic, Multiplayer, Historical, Nostalgia, Simulation, War, Great Soundtrack, Epic, Singleplayer, Base Building, Real Time, City Builder, Co op, Remake, Building, Action, Isometric, Atmospheric",https://store.steampowered.com/app/287450
445220,Avorion,10611,90%,2020-03-09,"$24,99","Exploration, Sandbox, Building, Space Sim, Flight, Choose Your Own Adventure, PvE, Open World, 3D, Third Person, Space, Sci fi, Simulation, Economy, Voxel, Spaceships, Management, Trading, Vehicular Combat, Action RPG",https://store.steampowered.com/app/445220
1017900,Age of Empires: Definitive Edition,10606,84%,2019-08-19,"$19,99","Strategy, RTS, Multiplayer, City Builder, Base Building, Singleplayer, Historical, Classic, Remake, Medieval, Story Rich, Real Time, Great Soundtrack, Co op, Action, War, Retro, Isometric",https://store.steampowered.com/app/1017900
775500,SCARLET NEXUS,10604,84%,2021-06-24,"$59,99","Action, Anime, RPG, Adventure, JRPG, Action RPG, Sci fi, Action Adventure, Combat, Character Action Game, Open World, Fighting, Interactive Fiction, Fantasy, Futuristic, Character Customization, Strategy RPG, Singleplayer, CRPG, Hack and Slash",https://store.steampowered.com/app/775500
495890,Montaro,10584,95%,2016-07-25,"$0,99","Memes, Cute, Anime, Casual, Indie, Pixel Graphics, Dog, Runner, 2D, Platformer, Great Soundtrack, Funny, Singleplayer, Side Scroller, Comedy, Walking Simulator, Atmospheric, Action, Retro, Story Rich",https://store.steampowered.com/app/495890
71250,Sonic Adventure DX,10570,92%,2011-03-04,"$8,99","Platformer, Great Soundtrack, 3D Platformer, Adventure, Classic, Singleplayer, Action, Fast Paced, Third Person, Open World, Retro, Family Friendly, 3D, Replay Value, Controller, 1990s, Story Rich, Memes, Racing, Moddable",https://store.steampowered.com/app/71250
997010,Police Simulator: Patrol Officers,10563,84%,2022-11-10,"$29,99","Simulation, Crime, Open World, Multiplayer, Realistic, Investigation, Immersive Sim, America, Singleplayer, Co op, Third Person, Automobile Sim, 3D, Online Co Op, Exploration, Character Customization, Education, Choices Matter, Early Access, Female Protagonist",https://store.steampowered.com/app/997010
1904540,Football Manager 2023,10546,88%,2022-11-07,"$59,99","Simulation, Sports, Football (Soccer), Management, Real Time Tactics, eSports, Multiplayer, 3D, Strategy, 2D, Singleplayer, Text Based, Games Workshop",https://store.steampowered.com/app/1904540
1604000,Milk outside a bag of milk outside a bag of milk,10535,97%,2021-12-16,"$8,99","Psychological Horror, Visual Novel, Psychedelic, Pixel Graphics, Story Rich, Abstract, 2D, Multiple Endings, Indie, Psychological, Text Based, Singleplayer, Horror, Surreal, Anime, Great Soundtrack, Female Protagonist, Casual, Choices Matter, Point & Click",https://store.steampowered.com/app/1604000
329050,Devil May Cry 4 Special Edition,10531,90%,2015-06-23,"$24,99","Action, Hack and Slash, Character Action Game, Great Soundtrack, Singleplayer, Spectacle fighter, Third Person, Stylized, Difficult, Classic, Story Rich, Anime, Atmospheric, Adventure, Beat em up, Replay Value, Controller, Female Protagonist, Remake, RPG",https://store.steampowered.com/app/329050
38400,Fallout: A Post Nuclear Role Playing Game,10523,94%,1997-09-30,"$9,99","RPG, Post apocalyptic, Classic, Open World, Isometric, Turn Based, Turn Based Combat, Singleplayer, Sci fi, Atmospheric, Multiple Endings, Retro, 1990s, CRPG, Adventure, Exploration, 2D, Difficult, Tactical, Sandbox",https://store.steampowered.com/app/38400
